meet_external_id,meet_name,meet_date,event,event_class,place,athlete_name,birth_year,club,result,wind,is_indoor
10008403,Seriestevne,2026-01-20,Lengde uten tilløp,Menn veteran 90-94,1,Arne Ueland,1934,Tønsberg Friidrettsklubb,1.66,,True
10008403,Seriestevne,2026-01-20,Lengde,Kvinner veteran 70-74,1,Marit Huflåtten,1953,Tønsberg Friidrettsklubb,3.48,,True
10008403,Seriestevne,2026-01-20,Lengde uten tilløp,Kvinner veteran 70-74,1,Marit Huflåtten,1953,Tønsberg Friidrettsklubb,2.07,,True
10008403,Seriestevne,2026-01-20,Tresteg,Kvinner veteran 70-74,1,Marit Huflåtten,1953,Tønsberg Friidrettsklubb,7.51,,True
10008403,Seriestevne,2026-01-20,Lengde,Kvinner veteran 80-84,1,Elise Wåle,1942,Larvik Turn & IF,2.44,,True
10008403,Seriestevne,2026-01-20,Lengde uten tilløp,Kvinner veteran 80-84,1,Elise Wåle,1942,Larvik Turn & IF,1.59,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Gutter 13,1,Einar Hallanger,2013,IL i BUL Tromsø,13.17,,True
10008402,Seriestevne 1,2026-01-19,Høyde,Gutter 13,1,Einar Hallanger,2013,IL i BUL Tromsø,0.95,,True
10008402,Seriestevne 1,2026-01-19,"Kule 3,0kg",Gutter 13,1,Einar Hallanger,2013,IL i BUL Tromsø,6.07,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Gutter 14,1,Sigurd Øygard Fosse,2012,IL i BUL Tromsø,8.18,,True
10008402,Seriestevne 1,2026-01-19,"Kule 4,0kg",Gutter 14,1,Sigurd Øygard Fosse,2012,IL i BUL Tromsø,7.35,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Gutter 17,1,Theo Høgstad,2009,IL i BUL Tromsø,7.34,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Gutter 17,2,Matheus Tønsaas,2009,IL i BUL Tromsø,7.57,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Gutter 17,3,Leonard Aleksander Hausner,2009,IL i BUL Tromsø,8.21,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Gutter 17,4,Simon Nordmo-Marvik,2009,IL i BUL Tromsø,8.92,,True
10008402,Seriestevne 1,2026-01-19,Høyde,Gutter 17,1,Simon Nordmo-Marvik,2009,IL i BUL Tromsø,1.35,,True
10008402,Seriestevne 1,2026-01-19,"Kule 5,0kg",Gutter 17,1,Leonard Aleksander Hausner,2009,IL i BUL Tromsø,10.01,,True
10008402,Seriestevne 1,2026-01-19,"Kule 5,0kg",Gutter 17,2,Theo Høgstad,2009,IL i BUL Tromsø,7.86,,True
10008402,Seriestevne 1,2026-01-19,"Kule 2,0kg",Jenter 13,1,Ava Fremnesvik,2013,IL i BUL Tromsø,9.14,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Jenter 14,1,Ingeborg Norbakken Granslo,2012,IL i BUL Tromsø,9.77,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Jenter 14,2,Tuva Boardman Aarsæther,2012,IL i BUL Tromsø,10.95,,True
10008402,Seriestevne 1,2026-01-19,Høyde,Jenter 14,1,Ingeborg Norbakken Granslo,2012,IL i BUL Tromsø,1.30,,True
10008402,Seriestevne 1,2026-01-19,"Kule 3,0kg",Jenter 14,1,Ingeborg Norbakken Granslo,2012,IL i BUL Tromsø,6.43,,True
10008402,Seriestevne 1,2026-01-19,"Kule 3,0kg",Jenter 14,2,Tuva Boardman Aarsæther,2012,IL i BUL Tromsø,5.31,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Jenter 15,1,Elsa Mækelæ Lindblad,2011,IL i BUL Tromsø,8.94,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Jenter 15,2,Ljudmila Itkin,2011,IL i BUL Tromsø,9.26,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Jenter 15,3,Vesna Itkin,2011,IL i BUL Tromsø,9.39,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Jenter 17,1,Martine Inderberg,2009,IL i BUL Tromsø,8.83,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Jenter 17,2,Aurora Molund Tangen,2009,IL i BUL Tromsø,9.11,,True
10008402,Seriestevne 1,2026-01-19,Høyde,Jenter 17,1,Aurora Molund Tangen,2009,IL i BUL Tromsø,1.45,,True
10008402,Seriestevne 1,2026-01-19,"Kule 3,0kg",Jenter 17,1,Aurora Molund Tangen,2009,IL i BUL Tromsø,8.07,,True
10008402,Seriestevne 1,2026-01-19,"Kule 3,0kg",Jenter 17,2,Martine Inderberg,2009,IL i BUL Tromsø,6.53,,True
10008402,Seriestevne 1,2026-01-19,60 meter,Jenter 18/19,1,Tilde Edvardsen Mosli,2008,IL i BUL Tromsø,8.61,,True
10008402,Seriestevne 1,2026-01-19,Høyde,Jenter 18/19,1,Tilde Edvardsen Mosli,2008,IL i BUL Tromsø,1.55,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,600 meter,Gutter 13,1,Aron Skaar,2013,Sarpsborg Idrettslag,1.54.80,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (76,2cm)",Gutter 13,1,Aron Skaar,2013,Sarpsborg Idrettslag,10.52,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Lengde (Sone 0,5m)",Gutter 13,1,Aron Skaar,2013,Sarpsborg Idrettslag,4.76,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 3,0kg",Gutter 13,1,Aron Skaar,2013,Sarpsborg Idrettslag,9.47,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,4 Kamp (60mhekk-Lengde-Kule-600m),Gutter 13,1,Aron Skaar,2013,Sarpsborg Idrettslag,2888,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,600 meter,Gutter 14,1,Erik Bækkevold Kloster,2012,Sem IF,1.48.57,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,600 meter,Gutter 14,2,David Tangen Reiersen,2012,Moss IL,1.49.58,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,600 meter,Gutter 14,3,Alver Inderhaug,2012,IL Koll,1.49.97,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,600 meter,Gutter 14,4,Jakob Evensen,2012,Idrettsklubben Grane,1.51.83,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,600 meter,Gutter 14,5,Henrik Olai Lystad,2012,Sem IF,1.54.46,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,600 meter,Gutter 14,6,Bjørnar Rosseland,2012,Vindbjart Friidrett,1.55.08,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,600 meter,Gutter 14,7,Fredrik Heiberg-Aubert,2012,Fredrikstad IF,1.56.69,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,600 meter,Gutter 14,8,Hugo Meeks,2012,IL Koll,1.56.76,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,600 meter,Gutter 14,9,Henrik Åmli Langsholt,2012,Sarpsborg Idrettslag,2.01.59,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,600 meter,Gutter 14,10,Andreas Grini Krohn,2012,Fredrikstad IF,2.01.62,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,600 meter,Gutter 14,11,Edvin Kjenne Gaustad,2012,Fredrikstad IF,2.06.25,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 14,1,David Tangen Reiersen,2012,Moss IL,9.44,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 14,2,Bjørnar Rosseland,2012,Vindbjart Friidrett,9.65,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 14,3,Jakob Evensen,2012,Idrettsklubben Grane,10.23,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 14,4,Edvin Kjenne Gaustad,2012,Fredrikstad IF,11.38,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 14,5,Alver Inderhaug,2012,IL Koll,11.44,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 14,1,Erik Bækkevold Kloster,2012,Sem IF,9.79,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 14,2,Henrik Åmli Langsholt,2012,Sarpsborg Idrettslag,10.31,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 14,3,Andreas Grini Krohn,2012,Fredrikstad IF,10.55,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 14,4,Hugo Meeks,2012,IL Koll,11.08,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 14,5,Henrik Olai Lystad,2012,Sem IF,11.59,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 14,6,Fredrik Heiberg-Aubert,2012,Fredrikstad IF,12.47,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 14,1,Henrik Åmli Langsholt,2012,Sarpsborg Idrettslag,4.79,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 14,2,Bjørnar Rosseland,2012,Vindbjart Friidrett,4.76,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 14,3,David Tangen Reiersen,2012,Moss IL,4.74,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 14,4,Erik Bækkevold Kloster,2012,Sem IF,4.64,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 14,5,Jakob Evensen,2012,Idrettsklubben Grane,4.61,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 14,6,Andreas Grini Krohn,2012,Fredrikstad IF,4.48,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 14,7,Edvin Kjenne Gaustad,2012,Fredrikstad IF,4.44,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 14,8,Hugo Meeks,2012,IL Koll,4.25,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 14,9,Henrik Olai Lystad,2012,Sem IF,4.14,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 14,10,Fredrik Heiberg-Aubert,2012,Fredrikstad IF,3.77,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 14,11,Alver Inderhaug,2012,IL Koll,3.74,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 14,1,David Tangen Reiersen,2012,Moss IL,9.59,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 14,2,Bjørnar Rosseland,2012,Vindbjart Friidrett,8.67,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 14,3,Edvin Kjenne Gaustad,2012,Fredrikstad IF,8.59,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 14,4,Henrik Åmli Langsholt,2012,Sarpsborg Idrettslag,8.48,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 14,5,Hugo Meeks,2012,IL Koll,7.86,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 14,6,Andreas Grini Krohn,2012,Fredrikstad IF,7.84,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 14,7,Jakob Evensen,2012,Idrettsklubben Grane,7.26,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 14,8,Fredrik Heiberg-Aubert,2012,Fredrikstad IF,6.74,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 14,9,Henrik Olai Lystad,2012,Sem IF,6.14,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 14,10,Alver Inderhaug,2012,IL Koll,5.95,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 14,11,Erik Bækkevold Kloster,2012,Sem IF,5.93,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,4 Kamp (60mhekk-Lengde-Kule-600m),Gutter 14,1,David Tangen Reiersen,2012,Moss IL,3020,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,4 Kamp (60mhekk-Lengde-Kule-600m),Gutter 14,2,Bjørnar Rosseland,2012,Vindbjart Friidrett,2728,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,4 Kamp (60mhekk-Lengde-Kule-600m),Gutter 14,3,Erik Bækkevold Kloster,2012,Sem IF,2517,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,4 Kamp (60mhekk-Lengde-Kule-600m),Gutter 14,4,Jakob Evensen,2012,Idrettsklubben Grane,2498,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,4 Kamp (60mhekk-Lengde-Kule-600m),Gutter 14,5,Henrik Åmli Langsholt,2012,Sarpsborg Idrettslag,2410,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,4 Kamp (60mhekk-Lengde-Kule-600m),Gutter 14,6,Andreas Grini Krohn,2012,Fredrikstad IF,2223,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,4 Kamp (60mhekk-Lengde-Kule-600m),Gutter 14,7,Hugo Meeks,2012,IL Koll,2200,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,4 Kamp (60mhekk-Lengde-Kule-600m),Gutter 14,8,Edvin Kjenne Gaustad,2012,Fredrikstad IF,2018,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,4 Kamp (60mhekk-Lengde-Kule-600m),Gutter 14,9,Alver Inderhaug,2012,IL Koll,1973,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,4 Kamp (60mhekk-Lengde-Kule-600m),Gutter 14,10,Henrik Olai Lystad,2012,Sem IF,1930,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,4 Kamp (60mhekk-Lengde-Kule-600m),Gutter 14,11,Fredrik Heiberg-Aubert,2012,Fredrikstad IF,1694,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,60 meter,Gutter 15,1,Matteo Olivier Bricot,2011,IL Sandvin,7.65,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,60 meter,Gutter 15,2,Magnus Hennig Lunde,2011,Kristiansands IF Friidrett,7.78,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,60 meter,Gutter 15,3,Steffen Dyrnes,2011,Rjukan Idrettslag,7.89,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,60 meter,Gutter 15,4,Sturla Sigurdsson,2011,Sem IF,8.00,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,60 meter,Gutter 15,5,Olav Særvold Haanæs,2011,Byåsen IL,8.05,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,60 meter,Gutter 15,6,Sebastian Nilsen,2011,Sarpsborg Idrettslag,8.45,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,60 meter,Gutter 15,7,Ask Grimeli,2011,Flåværingen IL,8.65,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,800 meter,Gutter 15,1,Sturla Sigurdsson,2011,Sem IF,2.24.54,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,800 meter,Gutter 15,2,Steffen Dyrnes,2011,Rjukan Idrettslag,2.33.73,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,800 meter,Gutter 15,3,Magnus Hennig Lunde,2011,Kristiansands IF Friidrett,2.34.86,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,800 meter,Gutter 15,4,Matteo Olivier Bricot,2011,IL Sandvin,2.37.17,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,800 meter,Gutter 15,5,Sebastian Nilsen,2011,Sarpsborg Idrettslag,2.37.37,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,800 meter,Gutter 15,6,Ask Grimeli,2011,Flåværingen IL,2.40.57,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 15,1,Matteo Olivier Bricot,2011,IL Sandvin,9.13,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 15,2,Sturla Sigurdsson,2011,Sem IF,9.29,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 15,3,Magnus Hennig Lunde,2011,Kristiansands IF Friidrett,9.37,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 15,4,Steffen Dyrnes,2011,Rjukan Idrettslag,9.45,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 15,5,Olav Særvold Haanæs,2011,Byåsen IL,9.98,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 15,6,Sebastian Nilsen,2011,Sarpsborg Idrettslag,10.12,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"60 meter hekk (84,0cm)",Gutter 15,7,Ask Grimeli,2011,Flåværingen IL,11.01,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Høyde,Gutter 15,1,Magnus Hennig Lunde,2011,Kristiansands IF Friidrett,1.61,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Høyde,Gutter 15,2,Olav Særvold Haanæs,2011,Byåsen IL,1.58,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Høyde,Gutter 15,3,Sturla Sigurdsson,2011,Sem IF,1.58,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Høyde,Gutter 15,4,Matteo Olivier Bricot,2011,IL Sandvin,1.58,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Høyde,Gutter 15,5,Steffen Dyrnes,2011,Rjukan Idrettslag,1.55,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Høyde,Gutter 15,6,Ask Grimeli,2011,Flåværingen IL,1.52,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Høyde,Gutter 15,7,Sebastian Nilsen,2011,Sarpsborg Idrettslag,1.49,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Stav,Gutter 15,1,Magnus Hennig Lunde,2011,Kristiansands IF Friidrett,3.05,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Stav,Gutter 15,2,Ask Grimeli,2011,Flåværingen IL,2.65,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Stav,Gutter 15,3,Sturla Sigurdsson,2011,Sem IF,2.45,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Stav,Gutter 15,4,Sebastian Nilsen,2011,Sarpsborg Idrettslag,2.45,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Stav,Gutter 15,5,Matteo Olivier Bricot,2011,IL Sandvin,2.35,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Stav,Gutter 15,6,Steffen Dyrnes,2011,Rjukan Idrettslag,2.25,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 15,1,Matteo Olivier Bricot,2011,IL Sandvin,5.70,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 15,2,Olav Særvold Haanæs,2011,Byåsen IL,5.09,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 15,3,Sturla Sigurdsson,2011,Sem IF,5.05,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 15,4,Steffen Dyrnes,2011,Rjukan Idrettslag,4.94,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 15,5,Ask Grimeli,2011,Flåværingen IL,4.83,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 15,6,Magnus Hennig Lunde,2011,Kristiansands IF Friidrett,4.72,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,Lengde,Gutter 15,7,Sebastian Nilsen,2011,Sarpsborg Idrettslag,4.44,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 15,1,Matteo Olivier Bricot,2011,IL Sandvin,12.25,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 15,2,Steffen Dyrnes,2011,Rjukan Idrettslag,11.26,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 15,3,Olav Særvold Haanæs,2011,Byåsen IL,9.79,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 15,4,Magnus Hennig Lunde,2011,Kristiansands IF Friidrett,9.60,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 15,5,Sebastian Nilsen,2011,Sarpsborg Idrettslag,8.87,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 15,6,Ask Grimeli,2011,Flåværingen IL,8.44,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,"Kule 4,0kg",Gutter 15,7,Sturla Sigurdsson,2011,Sem IF,7.51,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,7 Kamp (60m-Lengde-Kule-Høyde-60mhekk-Stav-800m) Ungdom,Gutter 15,1,Matteo Olivier Bricot,2011,IL Sandvin,3616,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,7 Kamp (60m-Lengde-Kule-Høyde-60mhekk-Stav-800m) Ungdom,Gutter 15,2,Magnus Hennig Lunde,2011,Kristiansands IF Friidrett,3379,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,7 Kamp (60m-Lengde-Kule-Høyde-60mhekk-Stav-800m) Ungdom,Gutter 15,3,Steffen Dyrnes,2011,Rjukan Idrettslag,3258,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,7 Kamp (60m-Lengde-Kule-Høyde-60mhekk-Stav-800m) Ungdom,Gutter 15,4,Sturla Sigurdsson,2011,Sem IF,3227,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,7 Kamp (60m-Lengde-Kule-Høyde-60mhekk-Stav-800m) Ungdom,Gutter 15,5,Sebastian Nilsen,2011,Sarpsborg Idrettslag,2693,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,7 Kamp (60m-Lengde-Kule-Høyde-60mhekk-Stav-800m) Ungdom,Gutter 15,6,Ask Grimeli,2011,Flåværingen IL,2568,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,60 meter,Gutter 16,1,Pelle Ihlebæk Haugarvoll,2010,Fredrikstad IF,7.92,,True
10008400,NM-UM mangekamp innendørs,2026-01-17,60 meter,Gutter 16,2,Andreas Varem Lindberg,2010,Fredrikstad IF,7.97,,True
